#{"t_start": 1723435951.2883031, "env_id": "bipedal-v0"}
r,l,t
116.934762,83,7366.011731
107.575971,71,7376.822048
106.022918,88,7388.125084
112.431388,81,7399.825271
108.676822,73,7410.684297
6.818349,26,7414.761246
114.969498,79,7425.561488
113.397551,82,7438.324427
112.805156,75,7448.148261
107.399225,74,7459.536453
118.2689,79,7472.244436
109.778767,70,7483.619379
102.227881,72,7494.554339
119.154673,91,7505.852423
111.164641,77,7516.820072
16.325631,69,7527.65196
110.065835,74,7538.650991
115.634307,78,7548.918895
106.725079,75,7560.459492
103.893707,71,7571.745555
104.725841,72,7582.065474
107.870977,74,7595.159001
113.13847,81,7607.284328
102.852083,74,7617.704724
101.969485,67,7627.324402
114.717181,86,7640.659242
103.332801,69,7651.40724
105.953067,71,7660.541358
97.165302,69,7672.427607
114.350077,102,7689.658357
103.659792,76,7699.00563
110.121044,65,7707.997671
109.730823,74,7717.579623
111.462669,79,7727.372496
111.745859,73,7738.86072
90.904255,57,7747.595099
114.199531,76,7758.691323
110.173043,74,7770.161412
106.227757,82,7781.768446
109.552845,71,7792.190149
121.69485,87,7802.943462
105.289829,70,7813.151374
108.292097,72,7825.072602
112.565633,80,7836.128024
114.625867,75,7847.16988
107.65606,70,7856.898287
111.944957,74,7868.803555
114.621584,85,7881.710061
121.341254,88,7893.003973
105.168242,68,7904.236547
94.275561,66,7914.462326
124.395977,87,7925.744219
106.121109,69,7935.914047
115.879805,83,7947.01023
110.867046,73,7958.422369
110.440246,79,7970.039601
107.942829,79,7979.991534
209.211683,238,8011.91483
105.073711,78,8022.954359
109.722324,72,8033.758846
121.788743,79,8045.292993
115.023657,75,8057.30386
113.983736,76,8068.29373
109.675589,86,8079.046345
114.498054,73,8089.435696
111.495674,67,8100.801495
7.310257,24,8103.73753
112.299649,73,8114.720462
103.488822,68,8126.007698
113.016471,74,8135.857738
111.931648,69,8144.351342
115.756669,76,8156.853054
92.429293,42,8162.945712
92.357871,58,8171.789311
102.649087,70,8181.935715
111.032989,73,8192.845138
113.451357,74,8204.252108
115.765124,76,8215.771338
110.968274,72,8226.582911
115.40206,82,8238.156076
110.132723,75,8246.250223
108.482656,87,8259.239412
107.57285,75,8271.306517
95.476998,67,8282.082582
117.12238,82,8293.760676
114.015606,73,8304.503498
109.753718,80,8314.453498
100.949366,68,8323.06373
124.033578,92,8336.720332
115.085596,76,8348.233442
100.913579,60,8356.014805
128.338582,101,8369.354122
106.26185,72,8379.089422
113.603534,73,8388.852984
118.200845,96,8403.785888
116.995988,85,8415.054974
107.797092,78,8427.253535
118.373204,92,8440.704448
125.803442,87,8452.462152
96.888887,59,8461.885861
101.032347,64,8472.009748
110.849456,70,8484.447082
107.902829,74,8495.26487
102.73792,70,8506.622002
105.960798,67,8516.678249
102.597312,69,8527.982278
110.033908,75,8538.392275
104.336232,71,8548.08307
107.578851,74,8558.978047
123.948575,88,8572.366473
114.148171,77,8582.067947
84.160317,59,8590.116833
127.011359,85,8600.693295
6.480204,24,8603.583766
110.410643,75,8613.856777
108.088703,74,8624.700809
111.085659,73,8636.078088
113.306817,83,8648.370507
153.974984,137,8667.098071
117.420216,82,8677.150277
128.08923,95,8689.787775
99.247739,89,8700.068679
112.715643,79,8710.030822
112.819569,74,8719.35055
116.998923,83,8733.05044
110.798498,72,8743.283523
118.387816,77,8754.244252
105.375731,72,8765.60858
101.465227,81,8776.757627
37.095468,90,8790.250116
114.775696,84,8800.882406
112.713318,83,8811.558642
110.916423,75,8822.538189
114.842852,76,8832.36594
121.695831,107,8846.261067
129.795246,100,8860.081241
111.092559,75,8870.326565
2.276761,25,8873.850196
126.054455,90,8885.098622
115.03785,78,8897.263827
116.47184,78,8907.757421
122.839394,79,8918.804851
120.77243,86,8930.593888
121.216959,83,8941.740394
115.978689,80,8952.260761
117.94579,81,8964.476983
104.309367,69,8975.899585
121.638558,85,8986.557402
106.434914,75,8996.894634
-6.595567,31,9001.138856
109.178632,68,9012.890561
110.406767,77,9022.800377
108.960153,72,9033.13837
111.414553,80,9044.748586
115.681858,83,9055.34877
105.403643,71,9066.169303
109.171636,70,9076.83838
97.023136,69,9087.126904
14.178293,54,9093.075883
114.549154,74,9105.00719
121.484664,91,9119.075117
121.7561,91,9132.161414
117.859343,81,9142.714749
112.368533,76,9153.610025
114.218387,82,9165.175583
117.044217,78,9176.155608
119.747323,79,9186.098069
100.035168,81,9197.813628
109.610532,76,9209.34167
117.566158,79,9219.298204
112.539419,73,9230.218793
111.496674,73,9240.92744
107.355578,73,9250.664572
112.139504,76,9261.708926
123.92781,88,9273.730079
107.466356,65,9284.965242
90.475875,70,9294.484595
121.904411,97,9307.152995
108.404367,70,9319.173275
117.006558,80,9330.107735
111.928066,73,9341.468711
108.315306,81,9350.986412
111.819393,74,9361.417466
109.455495,69,9370.365058
119.909719,85,9383.311885
110.889212,77,9392.056886
120.831352,82,9404.259864
126.226577,91,9416.173896
124.230942,93,9429.731397
8.127014,26,9433.684093
122.797646,88,9444.452965
115.025805,80,9453.804543
117.124198,91,9465.665262
104.680087,76,9476.044836
131.794282,94,9487.981983
113.431239,76,9498.990906
